"","Country Name","Indicator Name","Year","Value"
"533","Switzerland","Hydro",1981,5578.95149301144
"534","Switzerland","Solar",1981,0
"535","Switzerland","Wind",1981,0
"536","Switzerland","Coal",1981,3.35927573062262
"537","Switzerland","Gas",1981,5.59498094027954
"538","Switzerland","Oil",1981,81.4942445997459
"539","Switzerland","CO2_emissions",1981,6164.50402672249
"540","Switzerland","Renewables",1981,32.977
"541","Taiwan","Biomass",1981,0
"542","Taiwan","Hydro",1981,263.357519788918
"543","Taiwan","Solar",1981,0
"544","Taiwan","Wind",1981,0
"545","Taiwan","Coal",1981,8.12412269129288
"546","Taiwan","Gas",1981,3.45680269788918
"547","Taiwan","Oil",1981,37.9373922603342
"548","Taiwan","CO2_emissions",1981,4098.88864138414
"549","Taiwan","Renewables",1981,4.539
"550","Thailand","Biomass",1981,0
"551","Thailand","Hydro",1981,61.540371642594
"552","Thailand","Solar",1981,0
"553","Thailand","Wind",1981,0
"554","Thailand","Coal",1981,0.433828408310226
"555","Thailand","Gas",1981,0.205328725737698
"556","Thailand","Oil",1981,9.78873345611058
"557","Thailand","CO2_emissions",1981,782.534727113257
"558","Thailand","Renewables",1981,5.573
"559","Trinidad and Tobago","Biomass",1981,17.2413793103448
"560","Trinidad and Tobago","Hydro",1981,0
"561","Trinidad and Tobago","Solar",1981,0
"562","Trinidad and Tobago","Wind",1981,0
"563","Trinidad and Tobago","Coal",1981,0
"564","Trinidad and Tobago","Gas",1981,101.954809437387
"565","Trinidad and Tobago","Oil",1981,63.2470199637023
"566","Trinidad and Tobago","CO2_emissions",1981,15646.4436081224
"567","Trinidad and Tobago","Renewables",1981,0.104
"568","Turkey","Biomass",1981,2.44509647016982
"569","Turkey","Hydro",1981,280.432559793723
"570","Turkey","Solar",1981,0
"571","Turkey","Wind",1981,0
"572","Turkey","Coal",1981,6.68205388103494
"573","Turkey","Gas",1981,0
"574","Turkey","Oil",1981,14.4061792477994
"575","Turkey","CO2_emissions",1981,1760.16213750603
"576","Turkey","Renewables",1981,11.827
"577","United Arab Emirates","Biomass",1981,0
"578","United Arab Emirates","Hydro",1981,0
"579","United Arab Emirates","Solar",1981,0
"580","United Arab Emirates","Wind",1981,0
"581","United Arab Emirates","Coal",1981,0
"582","United Arab Emirates","Gas",1981,198.697356426618
"583","United Arab Emirates","Oil",1981,216.574061987238
"584","United Arab Emirates","CO2_emissions",1981,33515.8945891566
"585","United Arab Emirates","Renewables",1981,0
"586","United Kingdom","Biomass",1981,0
"587","United Kingdom","Hydro",1981,78.6005229362694
"588","United Kingdom","Solar",1981,0
"589","United Kingdom","Wind",1981,0
"590","United Kingdom","Coal",1981,52.6349295103253
"591","United Kingdom","Gas",1981,30.4233899076857
"592","United Kingdom","Oil",1981,57.4549063517191
"593","United Kingdom","CO2_emissions",1981,9970.56271738152
"594","United Kingdom","Renewables",1981,0.531
"595","United States","Biomass",1981,118.192350382888
"596","United States","Hydro",1981,1150.55415227409
"597","United States","Solar",1981,0
"598","United States","Wind",1981,0
"599","United States","Coal",1981,68.8328324900042
"600","United States","Gas",1981,80.9505581606542
"601","United States","Oil",1981,137.677144137105
"602","United States","CO2_emissions",1981,19558.1422712863
"603","United States","Renewables",1981,4.059
"604","Venezuela","Biomass",1981,0
"605","Venezuela","Hydro",1981,967.303500448775
"606","Venezuela","Solar",1981,0
"607","Venezuela","Wind",1981,0
"608","Venezuela","Coal",1981,0.415327446339274
"609","Venezuela","Gas",1981,38.1346698294653
"610","Venezuela","Oil",1981,60.3858501465958
"611","Venezuela","CO2_emissions",1981,5884.83035141276
"612","Venezuela","Renewables",1981,8.906
"613","Vietnam","Biomass",1981,0
"614","Vietnam","Hydro",1981,27.1419051564217
"615","Vietnam","Solar",1981,0
"616","Vietnam","Wind",1981,0
"617","Vietnam","Coal",1981,1.90929481476145
"618","Vietnam","Gas",1981,0.00625686652378294
"619","Vietnam","Oil",1981,1.31456397173545
"620","Vietnam","CO2_emissions",1981,318.618862641578
"621","Vietnam","Renewables",1981,7.751
"622","World","Biomass",1981,11.7157988151303
"623","World","Hydro",1981,389.884273150904
"624","World","Solar",1981,0
"625","World","Wind",1981,0.00231430620622973
"626","World","Coal",1981,16.7817665429337
"627","World","Gas",1981,11.4221864746159
"628","World","Oil",1981,27.2129458496123
"629","World","CO2_emissions",1981,4140.87185492046
"630","World","Renewables",1981,6.551
"631","Africa","Biomass",1982,0.468222396686649
"632","Africa","Hydro",1982,99.6088333892427
"633","Africa","Solar",1982,0
"634","Africa","Wind",1982,0
"635","Africa","Coal",1982,5.00806147439743
"636","Africa","Gas",1982,1.76226366396877
"637","Africa","Oil",1982,6.6462646303502
"638","Africa","CO2_emissions",1982,1136.35272539779
"639","Africa","Renewables",1982,6.941
"640","Algeria","Biomass",1982,0
"641","Algeria","Hydro",1982,23.4195472546815
"642","Algeria","Solar",1982,0
"643","Algeria","Wind",1982,0
"644","Algeria","Coal",1982,1.70927394514252
"645","Algeria","Gas",1982,28.4105265731189
"646","Algeria","Oil",1982,13.3019265633403
"647","Algeria","CO2_emissions",1982,1915.27058274952
"648","Algeria","Renewables",1982,0.536
"649","Argentina","Biomass",1982,3.33087221523834
"650","Argentina","Hydro",1982,610.974127452683
"651","Argentina","Solar",1982,0
"652","Argentina","Wind",1982,0
"653","Argentina","Coal",1982,1.3334910275888
